intent_id,service_type,scenario,created_at,timestamp_received,timestamp_decision,timestamp_completed,status_final,latency_total_ms,latency_sem_csmf_ms,latency_ml_nsmf_ms,latency_decision_engine_ms,latency_bc_nssmf_ms,error_type,error_message,nest_id,bert,ber,source_file
urlcc-1764543695-11-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:58:48.46688231+00:00"", grpc_status:14}""
>",nest-urlcc-1764543695-11-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543698-12-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:58:51.728916629+00:00""}""
>",nest-urlcc-1764543698-12-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543702-13-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:58:54.987165557+00:00"", grpc_status:14}""
>",nest-urlcc-1764543702-13-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543705-14-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:58:58.245227279+00:00""}""
>",nest-urlcc-1764543705-14-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543708-15-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:01.506764048+00:00"", grpc_status:14}""
>",nest-urlcc-1764543708-15-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543711-16-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:04.764781907+00:00"", grpc_status:14}""
>",nest-urlcc-1764543711-16-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543715-17-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:08.023886445+00:00"", grpc_status:14}""
>",nest-urlcc-1764543715-17-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543718-18-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:11.280604551+00:00"", grpc_status:14}""
>",nest-urlcc-1764543718-18-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543721-19-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:14.538747645+00:00"", grpc_status:14}""
>",nest-urlcc-1764543721-19-4184556,,,mixed_135_20251130_200103.jsonl
urlcc-1764543724-20-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:59:17.796142116+00:00""}""
>",nest-urlcc-1764543724-20-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543728-1-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:21.066591513+00:00"", grpc_status:14}""
>",nest-embb-1764543728-1-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543731-2-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:59:24.326077214+00:00""}""
>",nest-embb-1764543731-2-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543734-3-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:59:27.58241365+00:00""}""
>",nest-embb-1764543734-3-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543738-4-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:30.842636266+00:00"", grpc_status:14}""
>",nest-embb-1764543738-4-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543741-5-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:34.101883294+00:00"", grpc_status:14}""
>",nest-embb-1764543741-5-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543744-6-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:37.349998803+00:00"", grpc_status:14}""
>",nest-embb-1764543744-6-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543747-7-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:40.608687592+00:00"", grpc_status:14}""
>",nest-embb-1764543747-7-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543751-8-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:43.89932095+00:00"", grpc_status:14}""
>",nest-embb-1764543751-8-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543754-9-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:59:47.159662537+00:00""}""
>",nest-embb-1764543754-9-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543757-10-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:50.418495975+00:00"", grpc_status:14}""
>",nest-embb-1764543757-10-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543760-11-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T22:59:53.672494812+00:00""}""
>",nest-embb-1764543760-11-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543764-12-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T22:59:56.935074275+00:00"", grpc_status:14}""
>",nest-embb-1764543764-12-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543767-13-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T23:00:00.195169974+00:00""}""
>",nest-embb-1764543767-13-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543770-14-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T23:00:03.454139756+00:00"", grpc_status:14}""
>",nest-embb-1764543770-14-4184556,,,mixed_135_20251130_200103.jsonl
embb-1764543773-15-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T23:00:06.71358485+00:00"", grpc_status:14}""
>",nest-embb-1764543773-15-4184556,,,mixed_135_20251130_200103.jsonl
mmtc-1764543777-1-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {grpc_status:14, created_time:""2025-11-30T23:00:09.969224675+00:00""}""
>",nest-mmtc-1764543777-1-4184556,,,mixed_135_20251130_200103.jsonl
mmtc-1764543780-2-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T23:00:13.223895548+00:00"", grpc_status:14}""
>",nest-mmtc-1764543780-2-4184556,,,mixed_135_20251130_200103.jsonl
mmtc-1764543783-3-4184556,UNKNOWN,MIXED_135,,,,,ACCEPTED,,,,,,GRPC_ERROR,"Intent processed and NEST generated. Decision Engine: Erro ao comunicar com Decision Engine após 3 tentativas: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = ""failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused""
	debug_error_string = ""UNKNOWN:failed to connect to all addresses; last error: UNKNOWN: ipv6:%5B::1%5D:50051: Failed to connect to remote host: Connection refused {created_time:""2025-11-30T23:00:16.48379657+00:00"", grpc_status:14}""
>",nest-mmtc-1764543783-3-4184556,,,mixed_135_20251130_200103.jsonl
